Content,label,compound
"Situasi semasa #COVID?19 di seluruh dunia yang dikeluarkan WHO jam 10 pagi, 22 Februari. Sumber: Twitter KKMPutrajaya@KKMPutrajaya pic.twitter.com/PCbBJvfKtU",0,0.0
#COVID?19 pic.twitter.com/dBrljzMNJt,0,0.0
10 Italian Towns In Lockdown Over Coronavirus Fearshttps://t.co/M5fikXD8rl #Coronavirustruth #COVID?19,0,0.0
#covid?19 they are down playing it using the wrong numbers 77661infected but 20925 recover and 2360 dead is just over 11% death rate not 2% don't drink the Kool aid plan for the worst and hope for the best,-1,-0.8735
If this report is true - that a leaked government document shows Carrie Lam intending to use #coronavirusfor political gain - it is shocking@appledaily_hk can we see the document?@newsgovhk What does Carrie Lam have to say about it?#StandwithHK https://t.co/TM8EtL2YxJ,1,0.644
"Appledaily obtained secret reports by #Carrielam to Beijing on anti-#coronavirus work, slamming #HongKongProtests for causing #HKgov's handling of #COVID19 failed. She also blamed pro-gov parties for not supporting her wholeheartedly, while only 11% feel satisfied with her work. pic.twitter.com/eSq4sVTE1T",-1,-0.5116
"Amid the novel #coronavirus outbreak, why did these foreigners choose to stay in China? #StayStrongChina pic.twitter.com/D7El6Zd0uI",1,0.3182
"Better quality:#Coronavirus vs Ebola, SARS, Swine Flu, MERSSource: https://t.co/vJ6uqBHvWN pic.twitter.com/WF9IPPmtHh",0,0.0772
#coronavirus madness pic.twitter.com/oE5jGVK483,-1,-0.4404
#BREAKING US says Russia behind huge #coronavirus disinformation campaign pic.twitter.com/DvsCrasr37,1,0.3182
"In Wuhan, two makeshift hospitals held birthday parties for #coronavirus-infected patients born in February. pic.twitter.com/qtRIUJAmGe",1,0.4019
"Yichun, Jiangxi, China. Protesters in front of the bank, Chinese people can’t access their money, funds are frozen due to failing financial institution. Is this a beginning of the #coronavirus related global financial crisis? (Video by UiXP) pic.twitter.com/wsxGmdd3oh",-1,-0.8519
Shocking #Coronavirus drill: what happened if you have fever & try to run thru the police. Scary. pic.twitter.com/oS65GENru0,-1,-0.7096
"To date, South Korea has tested more than 16,000 of its residents for #Coronavirus and the country continues to identify new cases. This graph plots their cumulative testing volume over time and the number of coronavirus cases that they’ve identified, which are now accelerating. pic.twitter.com/R62qj5bV0v",0,0.0772
#Indian Govt has issued a travel advisory to its citizens to avoid all non-essential travel to #Singapore due to #CoronaVirus outbreak..,-1,-0.296
"Our Sunday social is back at a new venue Tempura Oji @dubskankinhifi  Sunsplash Sunday on Sunday March 8, 5pm-12am. Live performance @randolf_arriola + DJ sets Rumshot, Submerge , Haili , Ras Irie & TwinhedReggae, Dancehall, Dnb, Afrobeat #sunsplashsundaysg #singapore pic.twitter.com/xMO5sOZp2T",0,0.0
A quick visit to the jewelchangiairport before flying home. Thank you #singapore for a quick weekend romp @ Jewel Changi Airport https://t.co/as5dJEpeDr,1,0.6124
Typical commute in Thailand #Thailand #Singapore pic.twitter.com/u0N7ydQi4K,0,0.0
Anyone who depends on putting down others to gain attention must be incredibly immature and insecure deep down. #Singapore https://t.co/9LEmiPzHPx,0,0.0865
"“Grace Assembly of God church virus cluster continued to balloon... number of infections connected to the cluster is 23, compared to the range of 3 to 9 cases in the other four clusters identified here.“Dog works in mysterious ways. Targets Assembly of God.Ramen#Singapore",1,0.34
"#Jamjam's family memory in #Singapore, Two people now become 3people! #TROS #ep316 #kbsworld pic.twitter.com/BmxcPkglGs",0,0.0
"Moves to #Singapore for less than 2 years, and talking like he an expert in all things Singaporean. Hello, lim peh has 42 years more experience eating char kway teow and kaya toast okay? pic.twitter.com/SBIseM5Gzk",1,0.5267
#Singapore: Woke up to this. Shiok-shiok. ???? pic.twitter.com/jYyWNythB8,0,0.0
This may be #Namibia soon -> #Singapore has almost wiped out its mother tongues. Decades of linguistic engineering & preference of English to reinforce Singapore’s global competitive edge resulted into some elder not being able talk to their  grandchildren https://t.co/EkEDUz3jMS,0,0.1779
????#singapore???? #traveller #madagascar @ Universal Studio Singapore https://t.co/DNzMfLxw1U,0,0.0
#uss #singapore #sentosa ??: Universal Studio Singapore https://t.co/9ZiXCMhCC6,0,0.0
Chocolates or Me? ????#singapore???? #universalstudiosingapore #traveller @ Universal Studio Singapore https://t.co/9USmqe3TPz,0,0.0
"¡Buen viernes para ti, Rabi querido amigo!#Singapore ??@captsingh pic.twitter.com/7gSCOmFVrY",0,0.0
Hoy nos fuimos hasta #Singapore para hablar con @nachochacal y su cuarentena. ¡Un Crack! ?? https://t.co/nPLmTGtR9Q,0,0.0
???1? ??????????????????(^o^)/#?????? #???????? #Singapore #BotanicGarden#?????????????? pic.twitter.com/HgXqDB3vME,0,0.0
"La casa #TangTengNiah o #TangTengNiahHouse es la casa más famosa, bonita y colorida del #BarrioIndio #LittleIndia de #Singapur #Singapore.#LosViajesdeHector #Asia #Asiaconniños #CValencianaTB #CVTravelBloggers… https://t.co/vC7XwxJVmR",0,0.0
#coronavirus Singapore ???? Cases:?? ?? ??#singapore #COVID19 #coronavirussingapore pic.twitter.com/v2LX4gS9fH,0,0.0
"#Singapore #China ???? #Coronavirus #COVID19 ??Singapur tiene uno de los mejores sistemas sanitarios del mundo. Comenté que debíamos fijarnos en este país y en los datos que aporten para conocer el alcance real de virus.Informan de 9 nuevos casos positivos, total 67 casos.",0,0.0
This is heavy but it's what we need to hear. #COVID19 #SARSCoV2 #deaths #coronavirus #outbreak #Wuhan #coverup #China #pandemic #USA #Australia #UK #Japan #Singapore #HongKong #2019nCoV #Taiwan #CDC #Italy #France #Iran #Indonesia #Florida #Spain #News #Military #NYC #Breaking https://t.co/D7gZ69RePh,0,0.0
Easy Fahrkarte ziehen MRT Singapur#mrtsingapore #fahrkartemrt#singapore https://t.co/LZvCN3xxfZ,1,0.4404
"Guten Tag, #Merlion ! #Singapore  #Reise ??: Merlion Park https://t.co/5RZRbd9QNB",0,0.0
Schöne Nacht in #Singapore ??: Jewel Changi Airport https://t.co/S1He0XYTKB,1,0.4329
Häagen-Dazs Promotions 2020: 1-for-1 Parfait! https://t.co/eYnoakk90h #singapore #promosg #promotion,0,0.0
Schon nach dem ersten paar Stunden lässt sich festhalten: #Singapore ist eine geile Stadt!! Ich freue mich auf die kommenden Tage. Es gibt viel zu sehen und erkunden!,-1,-0.6981
"Differentemente dai media, ho provato a fare un po' di chiarezza sul mio profilo #Facebook.Il 2019-nCoV non è stato oggetto di analisi.#coronavirus #WuhanVirus #coronarvirusitalia pic.twitter.com/dNl2H3yUaL",-1,-0.5574
"Mi scrivono in privato amici ed amiche in Lombardia e Veneto interi Paesi in quarantena #coronavirusitalIa ,divieto di aprire Negozi ecc ! Stiamo diventando la #WuhanVirus in Italia!!",0,0.0
"Giappone. 85 nuovi casi di infezione da #WuhanVirus in Giappone. Sono stati trovati sulla nave da crociera ""Diamond Princess"" vicino a Yokohama, portando il numero totale di persone infette sulla nave a 454. https://t.co/4R5qsrPUUF",1,0.34
"They keep saying there’s nothing really to fear from the #WuhanVirus, so let’s keep those borders wide open! Right, Democrats?  pic.twitter.com/e6qDuciM7t",1,0.4812
"#coronarvirusitalia #CoronaVirusitaly #WuhanVirusMi raccomando fate uscire sempre notizie false, prima delle verifiche e degli esami.Create allarmismo sempre pic.twitter.com/fRewvcTOBH",0,0.0
"nonostante l'oms dica che il #coronavairus sia più pericoloso del terrorismo, noi ce ne stiamo belli belli con la pipa in bocca.#WuhanVirus",0,0.0
Le dichiarazioni della #OMS su #coronavirus sono inaccettabili perché #Influenza normale fa tutti i giorni i morti che ha fatto in totale la nuova pandemia arrivata da #WuhanVirus,1,0.34
Don’t think that is racial discrimination. It’s just the epidemic prevention. “Mulan is coming. Let’s put on our masks!” #WuhanVirus #WuhanPneumonia #WuhanCoronavirus #WuhanCoronavirusOutbreak #SOSHK #closeborders pic.twitter.com/ypWX4yQMGS,0,0.0
The Communist Party government certainly won’t care if people living inside will survive or not. It’s not their business#WuhanCoronavirus #CoronavirusOutbreak #Coronavius #coronaviruschina #WuhanVirus #chinazi pic.twitter.com/CwLGEYTSUu,1,0.8074
Chinese woman tries her best to spread virus by touching and spitting on every car on the street.#wuhan #corono #wuhanvirus #coronovirus #chinavirus #uighur #uyghur #standwithuighur #virusthreatincamps pic.twitter.com/yIGtXtZGIk,1,0.6369
"#coronavirus , ecco chi è l'uomo ricoverato: contagio in un locale a #Milano, #Milano come #WuhanVirus ?! https://t.co/hIild3f1yJ",0,0.0
China announced it will build 19 more field hospitals in #Wuhan. That doesn't make any sense when they keep saying this is slowing down... who ever would guess they might be lying... #Chinalies #Wuhan #China #Chinavirus #Wuhanvirus #covid19 #covid #covid2019 #coronavirus,0,0.0
//The evidence points to SARS-CoV-2 research being carried out at the Wuhan Institute of Virology. The virus may have been carried out of the lab by an infected worker or crossed over into humans when they unknowingly dined on a lab animal.//#WuhanVirushttps://t.co/SaeXA08sKT,-1,-0.4939
The real situation in china.Retweet and share. ??FOLLOW ME FOR REGULAR VIDEO UPDATES DIRECT FROM CHINA??#China_coronavirus#WuhanVirus#coronavirus #COVID19#coronoavirusoutbreak #coronaviruswuhan pic.twitter.com/4fYqbB206T,1,0.4871
"Chinese couldn’t suffer the disaster,  we shouldn’t wait another 70years.  Destroy evil CCP. Chinese liberate now. ??#AntiChinazi #WuhanVirus pic.twitter.com/Nveai8S0IZ",-1,-0.9506
#outbreak2020 - #COVID19 - #WuhanVirusDay32 - 22 Feb 2020?? new cases: 1.76k ? (0.71 : below the avg)?? new deaths: 207 ?? (2.69 : above the avg)?? confirmed cases: 78.60k?? deaths toll: 2.46k?? recovered: 22.89k?? pic.twitter.com/qim9s3Yevz,0,0.0
"The infections and #WuhanVirus deaths were under-reported before, but now it's not even clear what definitions are being used to say who has died from the virus. It's deliberately opaque. And, look, the PRC numbers are falling in line with CCP demands, while they rise elsewhere. https://t.co/7BCwhostKO",-1,-0.8617
"#BREAKING: #Italy to put 11 towns, 50,000 people, under lock down due to #coronavirus outbreak#coronovirus #WuhanVirus #China pic.twitter.com/KoSOaHSKnS",0,0.0
There it is! #CoronaVirus! Hidden in plain sight! ??#Coronavirustruth #WuhanVirus #DeanKoontz pic.twitter.com/QSHTHsfuw3,0,0.0
"#CCPChina cop telling this #China woman to apologise for disagreeing with him, and get on her knees to beg.Netizens: an extreme authoritarian regime, always bullying the weak. There’s no hope for Chinese.#coronavirus #COVID2019 #WuhanVirus #2019nCoV pic.twitter.com/K6Y3K6TLWu",-1,-0.7096
"A man in his 40s in Gyeongju, #SouthKorea was found dead in his apartment. The test showed positive for #coronavirus. He didn't report to work, so his coworker checked & found him dead.A man in 60s & a woman in 50s also died of the #WuhanVirus in SK.https://t.co/e7Hy2dO7B1",-1,-0.6486
"????????,???????????????????????????????????,????,??????????,????,???????????????????????????, ????????????????????????,????????????????,CCP??! https://t.co/T9se3T3zFz",0,0.0
"#China The end of ppl who don't wear a mask--be tied up to show the crowd, public shaming????#coronaviruschina #COVID?19 #COVID #CoronavirusOutbreak Is this acceptable for you? pic.twitter.com/fWlagfbz4R",1,0.5551
ULTIMA HORA: Hay un paciente en el Hospital Auxilio Mutuo con posibles síntomas del #Coronavirus #COVID?19 Fuentes de entero crédito lo confirman. ¡Se prendió esto!,0,0.0
Chart comparando los últimos outbreaks de virus como para hacerse una idea de la virulencia del #COVID?19 pic.twitter.com/W2r5Vjbdz8,0,0.0
"Health officials in China have published the first details of more than 44,000 cases of Covid-19, in the biggest study since the outbreak began. #COVID?19 #coronavirus #COVID2019  https://t.co/YzdeNh67Pk pic.twitter.com/FHaGFIujyQ",0,0.0
How do you greet people in #COVID?19 times? Watch this video to see #culture change in action! pic.twitter.com/J7t1VUQLyQ,1,0.4501
"FBI orders $40,000 worth of masks and hand sanitizer directly from 3M and PDI directly, demands 7 day delivery, order placed on FEB 20 - stated reason “in case the coronavirus becomes a pandemic in the United States.” #coronavirus #COVID2019 #COVID?19 #FBI #Pandemic incoming. pic.twitter.com/ynuG78JTtA",1,0.7845
"Yes... the Iranian regime has been lying, and not only risking the lives of its own citizens, but putting the rest of the world at risk.Wonder how many infected have been sent abroad to sow the seeds of #COVID?19 around the world? https://t.co/Xl7ofZuSvp",-1,-0.7491
Volunteer Victoria is showing off the food donated by caring volunteers and business donors. #volunteers #yegcorezone #Yeg #coronavirus #COVID?19 #Grateful pic.twitter.com/T7I2IG8erc,1,0.4939
"Communist in Uyghur Region are truly treacherous and evil, while the people from Hunan are experiencing #COVID?19  and escaping to other places , #Uyghur youth are transferred to Hunan for “poverty relief. https://t.co/nX8mug8npb",1,0.2023
"This guy has nailed it on #covid19 Governments and individuals have been alerted and should have been preparing sensibly for the inevitable #pandemic. If not, do so now in a calm and pragmatic manner based on your own and your countries available resources #coronavirus #COVID?19 https://t.co/rW8OywZ9ij",1,0.3744
"#SouthKorea reports 123 more cases of new #coronavirus, total soars to 556Yonyap News#???19 #COVID?19 #coronavirusSouthKorea",0,0.0
Seriously. Have you seen this? #COVID?19 #COVID #CDC https://t.co/HTmWMW2EDO,-1,-0.264
"Where the world stands today, although already outdated, reflecting the speed that the infection rate is increasing. #coronavirus #COVID?19 pic.twitter.com/JWmmNFjq8F",0,0.0
Is treatment of #COVID?19 possible?YESAccording to chinese multicenter study... related with Chloroquine in the light of early positive results of Covid 19 infected patients. https://t.co/gSxNdqdGdC,0,0.1926
It is possible that the spanish flu originate in china #coronavirus #COVID?19 pic.twitter.com/VOrM2tLq0F,-1,-0.3818
Bats are known to carry many diseases and coronaviruses are one of them. Research have found out that bats in china have already infected humans before but health authorities were not aware of it. #coronavirus #COVID?19https://t.co/xcEcLfezc7 pic.twitter.com/AZzoJfDgix,-1,-0.2732
Get ready for the same thing in USA as CDC guidelines only say test for Corona Virus is traveled from China. #COVID?19 https://t.co/PTAfLHjDo8,1,0.3612
"#COVID19 growth of cases outside China.  If (*big IF) this rate continues as it is, it should be at more than 27,000 cases by mid-March.#coronavirus #Covid_19 #COVID?19 Data Source: John Hopkins -> https://t.co/SI6QdBiILY pic.twitter.com/fBUI1zeHAT",1,0.3818
If we want to stop the spread of COVID-19 aka Coronavirus...immediately halt all global air traffic!  How do you think the virus is spreading so fast?  If we do this now we have a chance to slow this down and contain it regionally. #coronavirus #COVID?19#Infowars,0,0.1906
Italy now largest EU country with #WuhanCoronavirus #COVID?19 ... Lets observe their effort in containing the virus https://t.co/6psKrNlTde,0,0.0
".@foreignoffice has changed travel advice for British nationals to advise against all but essential travel to #Daegu and #Cheongdo following a growing number of #COVID?19 cases in these cities. If you’re in the area, follow local instructions https://t.co/diAmHo7MuG",1,0.3612
Fears of a global coronavirus pandemic as cases of reported infections surge  https://t.co/Act7wdvU87.   #COVID?19 #coronavirus,-1,-0.4215
"That's a game changer, means the possibility of a pandemic is real & not fake news #COVID?19 https://t.co/uZy8xMBDfC",1,0.3724
"Iran shuts schools, multiple venues as #coronavirus kills six. The authorities in more than a dozen affected provinces ordered the closure of schools, universities and cultural centres in a bid to contain the outbreak. (Aljazeera) pic.twitter.com/783PsiNPHm",-1,-0.6557
"A new suspected #coronavirus case in Ankara, Turkey. (Video by Abdullah T) pic.twitter.com/tu70Wvdnbe",-1,-0.2263
Oh god...I am not want share this but...A lot of children in this situation in #Iran#coronaviruspic.twitter.com/D0x5wh0YEZ,-1,-0.2755
"Not really a fan of him as a politician, per se. But as a ninety-four-years-old human being, Tun Mahathir is just amazingly exceptional.This is the very same man during his graduation at King Edward VII College of Medicine Singapore, 67 years ago. https://t.co/MHanJSYCZE pic.twitter.com/OdDzE8XMZv",1,0.3804
