headline,label,compound
The pathetic push to deny Trump credit for getting Baghdadi,-1,-0.5423
Klobuchar Introduces New Legislation to Remove Barriers to Running for Federal Office,0,0.0
Two Disputed Judicial Nominees Could Help Trump Reach Milestone,0,0.1027
Republicans Have No Problem With The White House Leaving Information Out Of The Transcript Of Trump's Call With Ukraine,-1,-0.5994
Liz Cheney calls attacks on White House Ukraine expert's patriotism 'shameful',-1,-0.4404
"CNBC - Elizabeth Warren’s wealth tax is ‘pretty nuts,’ says billionaire lifelong Democrat Ron Baron",1,0.4939
"Top Trump adviser on Russia, Europe steps down ahead of impeachment testimony",1,0.2023
The Trump tax-cut stimulus has disappeared,-1,-0.2263
Katie Hill's Estranged Husband Claimed To His Parents He Was Hacked Before Nude Pictures Of Her Were Published Online,-1,-0.4019
Trump badly needs Republicans to defend him. New revelations will make that harder.,-1,-0.4767
Judicial nominee breaks down amid question about attitude towards LGBT people,0,0.0
"Polls: Impeachment, Removal of President Unpopular in Battleground States",-1,-0.4019
Republicans move to prematurely end car emissions hearing due to impeachment proceedings,0,0.0
Does Trump Know How Witch Hunts Work? | The president’s talking points don’t make much sense. And that makes it a lot harder for his allies to defend him.,-1,-0.3612
Official Reveals Trump’s ‘Exact Call’ With Zelensky Was Edited Down,0,0.0
AOC grilling Mark Zuckerberg cooks up Italian meme — '*when the mozzarell is fresh*',0,0.0
Poll: Tulsi Gabbard Leads Kamala Harris in Democratic Primary,0,0.0
Bernie Sanders says he doesn't intend to release a funding plan for Medicare for All any time soon,0,0.0
What does Trump’s final straw look like?,1,0.3612
Trump Says Al-Baghdadi ‘Number One’ Replacement Killed by U.S.,-1,-0.6705
"Pittsburgh Gun Control Ordinances Overturned by Judge, Ruled 'Unenforceable'",-1,-0.34
"Ex-Rep. Livingston, player in Clinton impeachment, emerges as character in inquiry of Trump",0,0.0
Witness Sheds Light On WH’s Delayed Response To 2018 Russia-Ukraine Conflict,-1,-0.4939
Senate Dem: Colleague was working on fantasy football trade instead of listening to Schumer,0,0.0
Buttigieg’s Centrist Pivot May Be Winning Him A New Base,1,0.5267
Ex-convict George Papadopoulos fumblingly announces Trumpian bid for Congress,0,0.0
New Jersey Democrat wants review of whether Pompeo’s Kansas trips violated law,-1,-0.5267
"Slandering an American war hero, must have consequences",0,-0.0772
Katie Hill’s husband says he was hacked before nude-photo leak,-1,-0.6249
"Republicans smear a military combat veteran — because that's just what they do | Republicans claim to ""support the troops."" Going back to JFK, McGovern and John Kerry, their true record is ugly",-1,-0.4019
Dems Devise Clever Way To Counter Trump Stonewalling On Impeachment,1,0.4588
"In Milwaukee, an inner-city group tackles a key Democratic need: Turning out black voters",0,0.0
Megathread: House Released Resolution to Formalize Impeachment Inquiry,0,0.0
"Kushner says Trump's ""record of accomplishments is unimpeachable""",0,0.0
Roy Moore to file paperwork to qualify for U.S. Senate race,0,0.0
"The most populous state in the U.S. is on fire, and Donald Trump hasn't said a word",-1,-0.34
How the Rich Get Away With It,1,0.5574
Tulsi Gabbard says she wants to defeat the 'Bush-Clinton doctrine' on foreign policy,-1,-0.4588
The graph that summarizes the future of American politics,0,0.0
U.S. to renew waivers allowing non-proliferation work with Iran -sources,0,0.0
Republicans will ask Pelosi take a voice vote on House impeachment inquiry resolution,0,0.0
Dems Unveil Impeachment Procedures; GOP Calls Process Unfair,-1,-0.4767
U.S. slowdown deepens as economic growth slips to 1.9 percent pace in third quarter,1,0.3818
What To Know As Boeing Executives Testify Before Congress,0,0.0
Reporter on Katie Hill scandal promotes GOP candidates for her seat,0,-0.128
"Sanders leads, Biden slumps in New Hampshire poll",0,0.0
A Trump Campaign Adviser Who Went To Prison Is Running For Katie Hill's Seat In Congress,-1,-0.5106
"'Look at my record, child,' Biden responds to environmental activist",0,0.0
"Missouri reviewed data about Planned Parenthood’s patients, including their periods, to identify failed abortions",-1,-0.5106
Obama Calls Out Online Call-Out Culture: ‘That’s Not Activism’,0,0.0
Harding apologizes for taking Deeds campaign literature,1,0.3612
What Pelosi is up to with Thursday’s impeachment vote,0,0.0
The House Will Vote on Impeachment Procedures This Week,0,0.0
Date set for John Bolton testimony in Trump impeachment probe,0,0.0
"Detroit Students Are Making a Federal Case Out of What They Say Was an Education So Poor, It Violated Their Constitutional Rights",-1,-0.7939
Tulsi Gabbard demands end to US aid to Saudi Arabia,0,0.0
Column: Pelosi has become the anti-Trump — disciplined and implacable,0,0.0
"Bolton Expressed Concerns About Giuliani’s Influence Over Ukraine Policy, Says Report",0,0.0
Gov. Gavin Newsom Took Big Dollar Donations From The California Public Utility Behind Rolling Blackouts,0,0.0
US House recognises Armenian 'genocide',0,0.0
"Trump Ukraine Transcript Gaps Reminiscent of Nixon's Infamous Missing Watergate Tapes, Professor Suggests",-1,-0.296
Can regenerative agriculture reverse climate change? Big Food is banking on it.,0,0.0
Report: 'Whistleblower' Who Complained About Trump's Call to Ukrainian President Zelensky Revealed,-1,-0.4019
Stop Calling It the Republican Party,0,0.128
For Pelosi the risk of not impeaching Trump has exceeded the risk of impeaching him,-1,-0.4939
Celtics’ Enes Kanter calls out Ilhan Omar over Turkey sanctions vote,0,0.0
Federal Regulators Announce Rules for Commercial Hemp,0,0.0
"Without evidence, Trump calls White House official 'Never Trumper' before testimony",0,0.0
Threat to US elections in 2020 is not limited to Russia,-1,-0.4086
"Texas Father Says 7-Year-Old Isn’t Transgender, Igniting a Politicized Outcry. A bitter custody battle grabbed the attention of Gov. Greg Abbott, Senator Ted Cruz and other conservative lawmakers.",-1,-0.8271
The Impeachment Farce Limps Along to Its Anticlimax,-1,-0.4019
"Wasserman Schultz, Democrats did not tilt 2016 primary in Clinton’s favor, judicial panel rules",1,0.4019
Here's how you know Republicans don't think they are winning back the House in 2020,1,0.5267
Warren gets influential Iowa endorsement,1,0.6369
The naked truth about Trump is in the transcript,1,0.3182
Civil Rights Groups See Profound Danger in Facebook’s “Politicians Can Lie” Policy - Advocates argue the new policy will endanger minorities and put racial division front and center in 2020.,-1,-0.7003
Veterans looking for answers as new data shows rise in cancers over two decades of war,-1,-0.5994
"If U.S. Takes Syrian Oil, It May Violate International Laws Against Pillage",-1,-0.4939
"No, you apparently can’t run for office just to put false ads on Facebook",-1,-0.296
"Congress hammers Turkey with Syria, S-400 sanctions and Armenian genocide votes",0,0.0
Vindman testimony contradicts 'exact transcript' claim,-1,-0.34
White House Finds Loophole in Search for Homeland Security Secretary,1,0.34
"Prop. 187 forced a generation to put fear aside and fight. It transformed California, and me",-1,-0.9169
George Papadopoulos Signals Run for Katie Hill’s House Seat,0,0.0
Business investment drops 3% in Q3 amid trade war uncertainty,-1,-0.743
Sanders Tops New CNN Poll in New Hampshire: Bernie Edges Warren as Biden Dives,1,0.5106
Do red flag laws allow gun seizure without a judge’s OK?,-1,-0.4461
"Obama calls out call-out culture: ""That's not bringing about change""",0,0.0
"Under Medicare for All, You Will Never Lose Your Health Insurance Ever Again | Seventy percent of Americans oppose bosses being allowed to change or eliminate an employee’s health insurance. That’s our strongest case for Medicare for All — you’ll never lose your health insurance again.",1,0.7518
Trump tweets fake image of him putting medal around dog from al-Baghdadi raid,0,0.0
Ken Starr: 'One Bad Precedent After Another' in Schiff's Secret Impeachment Probe.,-1,-0.5423
"Democrat congressman says impeachment probe will follow Trump's own advice: ""We're going to focus on substance""",0,0.0
Here’s How Dumb Bill Barr’s Great Mifsud Conspiracy Story Really Is,-1,-0.3818
Report: Tim Morrison to exit National Security Council ahead of impeachment testimony,1,0.34
Pramila Jayapal Takes On Medicare for All’s Critics,-1,-0.296
Senate Blocks Effort to Roll Back Trump Administration Rule on Obamacare,-1,-0.2263
'It says a lot': Biden attacks Trump for not owning pets,-1,-0.4404
Convicted ‘Coffee Boy’ Papadopoulos To Run For Rep. Katie Hill’s Seat,0,0.0
White House Pressed Car Makers to Join Its Fight Over California Emissions Rules,0,-0.1027
Democrats Have the Most Racially Diverse Field Ever. The Top Tier Is All White.,1,0.2023
Biden aide: 'Alarming' that Sanders won't release details of paying for Medicare for All,0,0.0
Read Christopher Anderson's full prepared remarks in Trump impeachment inquiry,1,0.2263
Trump's Russia Director To Leave National Security Council Amid Impeachment Inquiry,1,0.296
Tulsi Gabbard Drops a Big Hint About Running a Spoiler Campaign for Trump,0,0.0
"Murray Energy, Coal Company Led by Vocal Trump Supporter, Files for Bankruptcy",1,0.4939
Trump Jr. attacks Vindman: 'Total absolution if you are a leftist veteran',-1,-0.4404
Jim Jordan Obliterates Dems' Impeachment Inquiry Talking Points: These Four Facts Have Never Changed,0,0.0
"Ex White House ethics chief calls Democrats 'sanctimonious' for abandoning Katie Hill, leaving disgraced Trump aide to contest seat",-1,-0.6808
'Extremely disturbing:' Top Dems alarmed over Vindman's testimony on Trump Ukraine call,0,-0.0828
"California groups demand UC drop the SAT, alleging it illegally discriminates against disadvantaged students",-1,-0.6486
Unravelling Rudolph Giuliani’s labyrinthine ties to Ukraine,0,0.0
Did George Washington run businesses as president?,0,0.0
The AOC Bump Is Giving Democratic Insurgents a Fighting Chance,1,0.2263
"In Syria and elsewhere, Trump is making Russia great again",1,0.6249
Trump’s steel tariffs were supposed to save the industry. They made things worse,0,0.0258
There Is No Basis to Impeach Trump Over Ukraine,-1,-0.296
China resists Trump’s demand to double farm imports,0,-0.128
Nolte: Dem Star Impeachment Witness Vindman Confirms Trump Did Nothing Wrong,1,0.3724
"G.D.P. Grew at 1.9% Rate in Quarter, a New Sign of Slowdown",0,0.0
"""Let’s Also Speak The Truth"": Kamala Harris Said Katie Hill Is A Victim Of ""Cyber Exploitation"". ""There’s so much that people do about women and their sexuality that’s about shaming them,” Harris told BuzzFeed News.",-1,-0.2732
Wallace: Lt. Col. Vindman passed a background check that Jared and Ivanka didn't,0,0.0
Trump impeachment: Official says she was repeatedly urged to oust Ukraine ambassador by Republican lobbyist,0,0.0
"Texas man jailed for scamming more than $500k with fake PACs supporting Donald Trump, Hillary Clinton and Bernie Sanders",-1,-0.5267
How the New Syria Took Shape,0,0.0
The FBI Spends a Lot of Time Spying on Black Americans,0,0.0
Dissent is democracy. No wonder Trump hates it.,-1,-0.6249
"FCC plans Huawei/ZTE ban, may require ripping out existing network gear. Ban on Chinese vendors would affect recipients of Universal Service funding.",-1,-0.802
President Trump may have violated criminal provisions of the Hatch Act – It’s a felony to order federal government workers to further a partisan political campaign.,-1,-0.8834
Kris Kobach Admits He Violated Kansas’s Professional Ethical Rules for Attorneys,1,0.2732
Oklahoma judge rejects challenge to ‘permitless carry’ law,-1,-0.4404
Only 31 percent of Kentucky’s registered voters expected to elect the next governor,0,0.0
George Papadopoulos Has Filed to Run for Rep. Katie Hill’s Seat,0,0.0
Arizona Democratic Party Chair Says Trump Has 'Aligned Himself With ISIS',1,0.4019
Mark Sanford: I will complete the President's border wall,0,0.0
Group files petition for nonpartisan redistricting in Oklahoma,0,0.0
Government watchdog warns that Trump administration's tariff exclusion process appears tainted by 'improper influence',-1,-0.3818
Do You Buy That … Democratic Voters Want A New 2020 Candidate?,0,0.0772
Warren Embraces Teachers Unions Over Charter Schools,0,0.0
"Portland protests: When state denied city’s request for guardsmen, it told FBI, not mayor",-1,-0.5859
